year,1,2,3,4,5,6,7,8,9,10,11,12,13,14
2000,0.561,1.696,4.223,6.627000000000001,9.326,10.505,11.115,13.566,13.566,13.566,,,,
2000,0.863,2.541,4.629,7.042000000000001,9.502,10.66,11.746,14.476,14.72,14.72,,,,
2001,0.63,1.455,4.904,7.872000000000001,10.192,11.613,13.174,14.715,16.311,16.311,,,,
2001,0.794,2.029,5.112,7.858,9.832,11.423,13.206,14.879,16.311,16.311,,,,
2002,0.352,1.257,4.452,7.046,9.4,10.614,12.637,14.949000000000002,14.949000000000002,14.949000000000002,,,,
2002,0.757,1.88,4.728,6.763999999999999,9.36,10.774,12.876,13.463,13.719,14.3,,,,
2003,0.482,1.327,4.111000000000001,6.601,9.183,10.635,12.047,15.832,15.832,15.832,,,,
2003,0.889,1.844,4.274,6.667000000000001,9.506,11.064,12.04,12.762,11.139,11.139,,,,
2004,0.591,1.258,4.053,6.759,9.372,10.158,11.68,13.85,13.85,13.85,,,,
2004,0.884,2.177,4.543,7.073,9.435,10.802,11.985,14.115,14.115,12.468,,,,
2005,0.588,1.6880000000000002,4.075,5.945,9.018,11.333,11.487,13.772,13.772,13.772,,,,
2005,0.7759999999999999,2.1180000000000003,3.907,6.167999999999999,9.194,11.544,10.037,12.657,13.835,13.835,,,,
2006,0.703,1.216,4.2330000000000005,6.819,8.895,11.487,11.411,12.703,12.703,12.703,,,,
2006,0.789,1.793,4.716,7.404,9.186,11.646,12.313,12.699000000000002,12.699000000000002,12.699000000000002,,,,
2007,0.722,1.399,3.794,6.99,9.809,12.273,15.042,14.465,14.795,14.795,,,,
2007,0.772,1.6569999999999998,4.276,7.462999999999999,9.697,11.863,12.441,13.953,15.046,15.046,,,,
2008,0.8690000000000001,1.449,4.188,6.896,8.881,11.543,13.624,10.045,13.763,13.763,,,,
2008,0.847,1.804,4.541,7.164,9.229,11.095,13.47,12.807,15.178,16.086,,,,
2009,0.938,1.629,3.865,6.557,8.985,10.567,12.981,12.981,12.981,12.981,,,,
2009,0.923,2.384,4.248,6.721,8.895,10.584,10.342,10.497,16.169,14.56,,,,
2010,0.8190000000000001,1.4240000000000002,4.373,6.984,9.891,11.663,12.575,13.085,13.085,13.085,,,,
2010,0.853,2.226,4.789,7.285,9.975,11.948,12.188,14.489,15.119000000000002,15.119000000000002,,,,
2011,0.374,1.214,4.198,7.239,9.404,11.039,12.785,12.785,12.785,12.785,,,,
2011,0.532,1.449,4.551,7.745,9.524,10.597,12.749,10.595,10.595,10.595,,,,
2012,1.005,1.224,3.534,7.332999999999999,10.404000000000002,11.702,13.727,12.663,16.045,16.174,,,,
2012,1.093,1.712,3.51,7.077000000000001,10.196,12.232,14.106,13.929,11.214,16.248,,,,
2013,0.497,1.3769999999999998,3.747,6.805,8.491,9.945,9.897,17.158,17.158,17.158,,,,
2013,0.982,2.1590000000000003,4.087,6.977,8.363,10.479,11.904000000000002,16.384,12.989,12.989,,,,
2014,0.4639999999999999,1.654,3.788,6.53,9.074,10.584,11.611,12.285,12.285,12.285,,,,
2014,0.8109999999999999,2.454,4.726,7.228,9.114,11.08,12.014,16.659000000000002,16.659000000000002,16.659000000000002,,,,
2015,1.161,1.3090000000000002,4.079,8.517000000000001,10.105,10.661,12.288,13.134,13.134,13.134,,,,
2015,0.915,1.838,4.144,7.98,9.539,10.719,11.890999999999998,12.416,16.165,16.165,,,,
2016,0.647,1.31,3.683,6.7,10.573,11.453,12.928,16.875,16.435,16.435,,,,
2016,0.85,1.991,4.367,7.167000000000001,9.198,11.130999999999998,10.912,14.379,17.083,17.083,,,,
2017,0.299,1.543,3.363,6.191,6.376,10.606,12.327,12.793,17.514,17.514,,,,
2017,0.966,2.16,3.991,7.057,8.716000000000001,9.276,10.518,11.236,12.279000000000002,12.279000000000002,,,,
2018,0.539,1.356,3.706,5.465,9.146,10.237,12.432,14.449000000000002,16.486,16.486,,,,
2018,0.909,2.143,4.334,6.795,9.18,10.006,12.565,13.675999999999998,13.121,14.726,,,,
